CH2F,1.5304000,6.6907000,-0.0015000,77.4957000,1.7066000,-196.5493000,-242.3018000,6.7273000,-0.0374000,0.0000000,9.2076000,8.9293000,10.4628000,7.2585000,3.9074000,-1.2477000,-1.2343000,0.0161000,0.0249000
CHF,0.0000000,5.2654000,-0.0371000,0.0000000,-0.0079000,0.0000000,0.0000000,0.0000000,-0.2019000,0.0000000,0.0000000,0.0000000,0.0000000,-0.0364000,-0.8934000,-0.2549000,0.0000000,-0.0055000,0.0193000
CF,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
CHF2,1.6770000,6.2521000,0.0065000,80.6485000,1.9419000,-427.5493000,-478.7018000,6.5973000,1.1936000,0.0000000,10.0607000,0.0000000,0.0000000,7.2270000,7.1946000,1.0771000,-3.1844000,0.0162000,0.0345000
CF2,0.4099000,2.3530000,0.0089000,93.6941000,0.3710000,0.0000000,0.0000000,0.0000000,0.7860000,0.0000000,3.9712000,2.3811000,0.7881000,-0.7620000,0.0000000,0.0000000,-0.6044000,0.0018000,0.0252000
CF3,1.1029000,1.1504000,0.0306000,98.8850000,1.1201000,-624.4337000,-684.3807000,3.0069000,0.8799000,0.0000000,2.3578000,0.8118000,-0.4777000,7.9050000,3.2968000,2.0149000,-4.0611000,0.0262000,0.0413000
CCl2F,2.1877000,9.2822000,0.0111000,161.1293000,3.3808000,-267.2334000,-316.2920000,2.7953000,1.6157000,0.0000000,8.7800000,4.8450000,-1.4395000,6.8167000,-0.5158000,0.0000000,-3.6258000,0.0137000,0.0564000
HCClF,1.8183000,0.0000000,0.0000000,0.0000000,1.2161000,0.0000000,0.0000000,0.0000000,0.5822000,0.0000000,11.5260000,7.0528000,2.9386000,7.8430000,-0.1931000,3.8252000,-3.1021000,0.0128000,0.0391000
CClF2,1.5105000,5.3326000,0.0238000,135.9554000,1.8240000,-412.2168000,-478.1757000,1.4443000,1.1337000,0.0000000,9.7431000,6.8539000,2.3623000,6.6167000,1.1432000,0.0000000,-4.1164000,0.0145000,0.0546000
aC-Cl,1.6978000,16.8718000,0.0081000,79.3282000,1.9748000,-6.5257000,-17.7872000,4.3158000,0.8999000,52.7843000,10.9174000,6.5214000,1.0767000,3.6434000,1.0768000,0.6238000,-0.2257000,0.0090000,0.0230000
aC-F,0.6956000,2.8684000,0.0066000,50.4045000,0.9178000,-175.5854000,-165.1963000,1.9020000,0.3494000,0.0000000,4.4259000,2.7810000,1.1239000,2.9601000,0.8378000,0.2767000,-0.8265000,0.0076000,0.0167000
aC-I,2.9857000,34.1350000,0.0061000,104.9776000,2.4680000,83.6446000,90.9361000,3.5779000,0.7981000,0.0000000,0.0000000,0.0000000,0.0000000,3.9278000,1.0276000,2.2531000,-0.0830000,0.0073000,0.0351000
aC-Br,2.2711000,17.4679000,0.0028000,79.9336000,2.5918000,35.4709000,36.0808000,6.4040000,0.9655000,66.0553000,14.1751000,0.0000000,0.0000000,3.7152000,1.7417000,1.6744000,-0.0212000,0.0087000,0.0271000
-I except as above,2.6464000,17.5564000,-0.0081000,94.0868000,2.4184000,38.0332000,43.6127000,5.5859000,0.7383000,0.0000000,14.5775000,9.6749000,-3.9047000,9.3425000,2.6196000,3.7401000,0.0304000,0.0083000,0.0247000
-Br except as above,2.0032000,11.7189000,-0.0154000,67.8250000,1.9506000,-10.4356000,-16.0308000,3.6841000,0.4456000,61.7565000,10.1516000,6.4258000,1.1044000,9.0659000,3.4215000,2.9788000,-0.8282000,0.0094000,0.0213000
-F except as above,0.7259000,-0.3201000,-0.0023000,15.5722000,0.9410000,-199.9915000,-217.0159000,4.9754000,0.0816000,0.0000000,-2.5062000,-0.2776000,-0.2409000,7.2762000,2.7111000,5.1354000,-1.9563000,0.0082000,0.0138000
-Cl,1.3550000,5.2618000,-0.0073000,46.2125000,1.4383000,-46.9553000,-63.0636000,4.6208000,0.3245000,37.4190000,5.6012000,4.2620000,1.2260000,7.9570000,3.2931000,1.8748000,-1.1759000,0.0075000,0.0187000
CHNOH,3.7873000,0.0000000,0.0000000,0.0000000,4.1895000,0.0000000,0.0000000,0.0000000,-0.1279000,0.0000000,0.0000000,0.0000000,0.0000000,8.7303000,2.0004000,17.9895000,0.0000000,0.0681000,0.0224000
CNOH,3.1862000,0.0000000,0.0000000,0.0000000,4.4116000,0.0000000,0.0000000,0.0000000,-0.5409000,0.0000000,0.0000000,0.0000000,0.0000000,0.3614000,0.3753000,5.0366000,0.0000000,0.0000000,0.0000000
aC-CHNOH,0.0000000,0.0000000,0.0000000,0.0000000,9.8629000,0.0000000,0.0000000,0.0000000,-0.0934000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
OCH2CH2OH,3.8550000,19.6040000,0.0083000,149.0103000,2.4711000,-251.5191000,-361.0753000,7.1850000,-1.0987000,121.3382000,31.3924000,21.5721000,14.9640000,8.3416000,5.8162000,9.9562000,1.8292000,0.0560000,0.0416000
OCHCH2OH,3.1854000,0.0000000,0.0000000,0.0000000,10.7229000,0.0000000,0.0000000,0.0000000,-0.7924000,0.0000000,0.0000000,0.0000000,0.0000000,0.1491000,0.0056000,5.1167000,0.0000000,0.0710000,0.0371000
OCH2CHOH,2.8513000,17.9277000,0.0136000,148.1113000,1.9288000,-238.7942000,-333.6449000,12.9941000,-0.6665000,0.0000000,0.0000000,0.0000000,0.0000000,0.2380000,0.2947000,4.8512000,3.6034000,0.0567000,0.0394000
-O-OH,3.0402000,10.9864000,-0.0132000,49.7748000,4.1185000,0.0000000,-144.8219000,0.0000000,0.0000000,15.8659000,0.0000000,0.0000000,0.0000000,7.4303000,13.0004000,27.7895000,4.3045000,0.0693000,0.0103000
CH2SH,2.6797000,16.1811000,0.0008000,98.0676000,2.1968000,11.2800000,-22.7338000,8.7841000,0.4238000,56.8546000,16.9958000,10.4441000,3.0567000,8.6097000,3.9160000,4.2415000,-0.3077000,0.0135000,0.0342000
CHSH,1.9567000,15.0366000,0.0022000,108.8207000,0.8159000,27.9605000,3.4742000,4.4411000,-0.0033000,0.0000000,15.1985000,8.5222000,2.3032000,1.1605000,2.8007000,2.2675000,-0.4829000,0.0074000,0.0293000
CSH,1.3166000,15.2244000,0.0146000,103.1457000,5.3745000,45.5303000,27.3502000,1.1026000,-0.1311000,0.0000000,14.4397000,7.1115000,1.2199000,0.0000000,0.0000000,0.0000000,0.4329000,0.0005000,0.0252000
aC-SH,2.5609000,25.5454000,0.0027000,88.9628000,2.8310000,41.0446000,37.5361000,5.2879000,0.5517000,0.0000000,17.1951000,11.1256000,4.2780000,4.3851000,0.7873000,4.5741000,0.6338000,0.0092000,0.0258000
-SH except as above,2.0936000,13.1916000,-0.0166000,51.4055000,2.4561000,-3.8764000,-3.4198000,5.9117000,0.3627000,0.0000000,11.7510000,8.1071000,2.5079000,8.6744000,2.5656000,6.0326000,-0.1659000,0.0089000,0.0188000
CH3S,2.5139000,14.4857000,0.0001000,111.1688000,1.9363000,15.6214000,-18.1453000,7.1965000,0.5282000,48.3732000,14.5642000,9.5342000,2.6917000,8.7718000,3.8085000,3.2506000,-1.0766000,0.0129000,0.0356000
CH2S,2.0027000,16.7767000,0.0099000,106.2861000,0.9493000,34.8651000,11.6152000,4.2728000,0.4409000,0.0000000,15.3044000,9.1391000,2.8468000,0.7614000,0.6080000,0.1251000,0.7398000,0.0113000,0.0295000
CHS,1.3865000,0.0000000,0.0000000,0.0000000,0.9275000,0.0000000,0.0000000,0.0000000,0.7805000,0.0000000,14.4431000,7.4714000,3.4418000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0690000
CS,0.8100000,0.0000000,0.0000000,0.0000000,1.7141000,0.0000000,0.0000000,0.0000000,1.3864000,0.0000000,14.8261000,4.6613000,0.0112000,0.0000000,0.0000000,0.0000000,0.0000000,-0.0009000,0.0172000
aC-S-,1.8625000,28.7817000,0.0113000,0.0000000,1.1686000,0.0000000,0.0000000,0.0000000,0.6057000,0.0000000,0.0000000,0.0000000,0.0000000,-3.5419000,-2.1720000,-1.3574000,0.0000000,0.0118000,0.0317000
SO,4.8492000,53.1191000,-0.0106000,81.8207000,5.5058000,-51.2995000,-71.0858000,13.6050000,-1.0179000,147.0834000,0.0000000,0.0000000,0.0000000,1.8357000,7.6914000,3.7447000,9.2912000,0.0056000,0.0134000
SO,5.1615000,48.1622000,0.0002000,87.8483000,6.7916000,-256.9727000,-305.4737000,17.9450000,-0.6102000,0.0000000,0.0000000,0.0000000,0.0000000,1.8166000,8.4926000,-0.3325000,4.0124000,0.0173000,0.0228000
SO3 (sulfite),2.9700000,21.9243000,0.0030000,114.6314000,0.0000000,0.0000000,-430.8449000,0.0000000,0.3189000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.8058000,0.0345000,0.0309000
SO3 (Sulfonate),5.1010000,0.0000000,0.0000000,0.0000000,6.1276000,0.0000000,0.0000000,0.0000000,-1.2718000,0.0000000,0.0000000,0.0000000,0.0000000,0.8820000,2.7995000,2.8046000,0.0000000,-0.0128000,0.0552000
SO4 (Sulfate),4.2212000,50.7390000,-0.0296000,143.7272000,3.9937000,-518.9821000,-621.4354000,0.0000000,-0.8196000,141.0484000,0.0000000,0.0000000,0.0000000,1.5623000,11.9999000,4.1941000,3.8421000,0.0182000,0.0337000
aC-SO,4.4416000,0.0000000,0.0000000,0.0000000,5.2165000,0.0000000,0.0000000,0.0000000,-0.6632000,0.0000000,0.0000000,0.0000000,0.0000000,-3.6322000,7.6074000,-1.0695000,0.0000000,0.0000000,0.0000000
aC-SO2,0.0000000,0.0000000,0.0000000,120.2048000,4.5946000,-305.3319000,-360.5938000,4.9168000,-0.5006000,0.0000000,0.0000000,0.0000000,0.0000000,-3.7817000,7.9469000,-0.3191000,-10.7331000,0.0000000,0.0000000
PH (phosphine),0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
P (Phospine),0.8503000,0.0000000,0.0000000,0.0000000,0.3443000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.4711000,-6.2794000,0.0000000,0.0000000,0.0039000,0.0192000
PO3 (Phospite),1.9015000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-1.7413000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.7790000,0.0000000,0.0000000
PHO3 (Phosponate),4.3669000,0.0000000,0.0000000,0.0000000,0.1112000,0.0000000,0.0000000,0.0000000,-2.0081000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,8.1425000,0.0000000,0.0000000
PO3 (Phosponate),2.9750000,0.0000000,0.0000000,0.0000000,0.5547000,0.0000000,0.0000000,0.0000000,-1.0133000,0.0000000,0.0000000,0.0000000,0.0000000,-6.0081000,6.2614000,0.6291000,0.0000000,0.0000000,0.0000000
PHO4 (Phospate),0.0000000,0.0000000,0.0000000,0.0000000,3.0670000,0.0000000,0.0000000,0.0000000,-2.0272000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
PO4 (Phospate),2.6270000,49.3123000,0.0000000,94.2999000,2.0934000,0.0000000,-1045.5285000,0.0000000,-1.7943000,100.1890000,0.0000000,0.0000000,0.0000000,-6.2197000,5.1066000,2.1176000,3.6009000,0.0226000,0.0306000
aC-PO4,0.0000000,0.0000000,0.0000000,0.0000000,-2.1633000,0.0000000,-975.3652000,7.7157000,-0.8714000,-15.3995000,0.0000000,0.0000000,0.0000000,-12.8906000,3.8072000,-1.7608000,0.0443000,0.0387000,0.0560000
aC-P,0.0000000,158.1164000,0.0000000,-177.1600000,1.0341000,0.0000000,102.1348000,-2.2043000,0.8175000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.1108000,-0.0156000,0.0297000
CO3 (Carbonate),2.2704000,16.9445000,0.0066000,101.7272000,2.8869000,-436.5071000,-518.0449000,11.6750000,-1.0785000,0.0000000,19.9374000,0.0000000,0.0000000,0.1623000,1.2499000,2.3941000,1.9984000,0.0305000,0.0225000
C2H3O,2.5872000,13.5396000,0.0024000,114.9011000,1.4240000,-5.2419000,-67.0613000,0.0000000,-0.4950000,66.0416000,16.0120000,10.1680000,6.0938000,9.2764000,5.6342000,7.9801000,1.1546000,0.0204000,0.0305000
C2H2O,1.9387000,15.4199000,0.0037000,193.8207000,-2.1100000,2.8205000,-51.4258000,0.0000000,0.0000000,44.2334000,0.0000000,0.0000000,0.0000000,0.9605000,0.8007000,2.0651000,-0.4611000,0.0034000,0.0290000
C2HO,0.0000000,0.0000000,0.0000000,0.0000000,-0.8025000,0.0000000,0.0000000,0.0000000,-0.2313000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
CH2(cyc),0.7067000,3.6309000,0.0037000,46.4028000,0.5067000,9.2444000,-22.6402000,1.0024000,0.1818000,15.0958000,3.8456000,2.2775000,-0.0801000,2.6915000,0.5026000,0.6159000,-0.3627000,0.0036000,0.0159000
CH(cyc),0.3922000,4.7667000,0.0113000,39.9190000,0.2691000,14.1714000,-6.0339000,1.1929000,0.2934000,10.5355000,4.3257000,2.4151000,1.0078000,-3.7719000,-1.7549000,-0.5171000,-0.6398000,0.0019000,0.0063000
C(cyc),-0.2034000,3.6897000,0.0137000,47.2221000,0.5775000,22.2696000,24.9886000,-0.3560000,0.2412000,-15.1444000,3.5718000,2.9031000,3.2681000,-7.1870000,-2.2674000,-2.6329000,2.3564000,-0.0089000,0.0006000
CH=CH(cyc),1.3880000,6.4670000,0.0023000,78.3373000,1.2370000,77.5968000,55.7156000,1.0288000,0.3902000,24.8992000,7.7284000,4.9731000,1.4534000,7.1887000,1.2946000,1.9775000,-1.0024000,0.0079000,0.0253000
CH=C(cyc),0.9412000,9.1584000,0.0079000,74.6735000,0.7830000,62.0945000,41.5909000,4.0736000,0.5383000,35.7375000,6.6785000,6.3925000,5.2151000,-0.8694000,0.3059000,-1.5025000,1.0010000,0.0074000,0.0167000
C=C(cyc),0.6681000,0.0000000,0.0000000,0.0000000,0.8144000,0.0000000,0.0000000,0.0000000,0.6519000,0.0000000,0.0000000,0.0000000,0.0000000,-9.3456000,-11.5136000,-17.0120000,1.1243000,0.0084000,0.0141000
CH2=C(cyc),1.2991000,10.0648000,0.0034000,89.6110000,0.9182000,0.0000000,0.0000000,4.5224000,-0.2412000,34.6184000,5.5682000,-6.2213000,-22.7853000,8.3422000,4.1288000,2.4163000,-0.6471000,0.0124000,0.0321000
NH(cyc),1.7300000,9.1566000,-0.0087000,45.8306000,3.8454000,71.2591000,36.8801000,6.8973000,-0.5426000,60.9244000,16.3524000,9.8928000,8.0764000,4.7659000,3.0159000,3.4090000,1.7237000,0.0145000,0.0041000
N(cyc),1.0768000,7.2834000,0.0008000,33.4400000,0.6005000,85.8513000,72.9845000,-1.1760000,-0.6373000,49.4820000,0.0000000,0.0000000,0.0000000,-0.6101000,1.2099000,-0.6760000,-0.1619000,0.0046000,0.0006000
CH=N(cyc),5.5183000,24.3803000,0.0259000,0.0000000,5.0372000,0.0000000,58.1685000,3.9592000,-0.1217000,0.0000000,12.0459000,5.6900000,2.0179000,7.5861000,8.8362000,6.2565000,-3.2969000,0.0091000,0.0214000
C=N(cyc),4.9471000,0.0000000,0.0000000,0.0000000,6.3416000,0.0000000,59.6723000,0.0000000,0.1050000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0023000,0.0000000
O(cyc),0.8691000,6.3363000,-0.0061000,13.9679000,1.3269000,-121.1936000,-132.1780000,3.2867000,-0.4008000,24.3976000,6.6215000,4.7567000,3.9031000,3.9616000,3.1902000,2.8020000,0.5806000,0.0111000,0.0018000
CO(cyc),2.2409000,33.8840000,-0.0070000,51.3884000,3.4512000,-165.5643000,-198.1806000,5.6624000,-0.2971000,76.3797000,17.2410000,20.5688000,27.8334000,2.7841000,5.6981000,2.7658000,2.6466000,0.0232000,0.0130000
S(cyc),1.8655000,11.8984000,-0.0066000,33.5620000,1.6341000,3.3634000,15.9851000,4.7493000,0.3935000,0.0000000,13.2479000,8.0085000,2.1078000,5.4675000,2.6306000,2.9683000,0.8899000,0.0062000,0.0126000
SO2(cyc),0.0000000,68.0111000,-0.0077000,87.9154000,5.9517000,-258.2402000,-301.2129000,9.2060000,-1.0227000,0.0000000,0.0000000,0.0000000,0.0000000,7.2362000,11.9242000,4.9204000,5.0404000,0.0245000,0.0189000
>NH,0.0000000,0.0000000,0.0000000,0.0000000,1.5837000,0.0000000,0.0000000,0.0000000,-0.5436000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.6621000,0.0214000,0.0104000
-O-,1.1466000,10.6446000,0.0002000,12.6373000,0.6385000,-107.8952000,-121.5559000,1.7178000,-0.2784000,-8.7112000,0.0000000,0.0000000,0.0000000,-0.6898000,-0.0731000,0.2654000,-7.4283000,0.0019000,0.0098000
-S-,1.2669000,0.0000000,0.0000000,0.0000000,2.4091000,0.0000000,0.0000000,0.0000000,0.7268000,0.0000000,0.0000000,0.0000000,0.0000000,0.2257000,-0.1052000,-0.1864000,0.0000000,0.0102000,0.0157000
>CO,1.1503000,0.0000000,0.0000000,0.0000000,1.6842000,0.0000000,0.0000000,0.0000000,-0.0433000,0.0000000,20.0518000,0.0000000,0.0000000,0.2109000,0.5495000,1.6226000,-1.3882000,0.0185000,0.0122000
PO2,1.4250000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
CH-N,0.1249000,0.0000000,0.0000000,0.0000000,-0.5463000,0.0000000,0.0000000,0.0000000,-0.4053000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
SiHO,0.1000000,0.0000000,0.0000000,0.0000000,-0.7266000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
SiO,-0.2162000,0.0000000,0.0000000,0.0000000,-1.2440000,0.0000000,0.0000000,0.0000000,0.0526000,-18.1945000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2.2124000,-0.0017000,0.0278000
SiH2,1.0050000,0.0000000,0.0000000,0.0000000,0.4337000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-3.6662000,0.0000000,0.0000000
SiH,0.3938000,0.0000000,0.0000000,0.0000000,0.4074000,0.0000000,0.0000000,0.0000000,0.9170000,-32.7409000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-1.8067000,0.0000000,0.0000000
Si,-0.3351000,7.8515000,0.0366000,0.0000000,0.9350000,0.0000000,0.0000000,0.0000000,1.5213000,-14.8426000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.8481000,-0.0055000,0.0196000
(CH3)3N,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
N=N,0.0000000,0.0000000,0.0000000,0.0000000,-2.0114000,0.0000000,194.8624000,0.0000000,-0.4148000,0.0000000,16.5568000,0.0000000,0.0000000,7.3743000,8.2226000,8.7799000,0.0000000,0.0000000,0.0000000
Ccyclic=N-,1.4245000,0.0000000,0.0000000,0.0000000,1.2769000,0.0000000,197.5934000,0.0000000,0.0819000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-2.3927000,-0.0141000,0.0369000
Ccyclic=CH-,1.0676000,0.0000000,0.0000000,0.0000000,0.3162000,0.0000000,0.0000000,0.0000000,0.0782000,0.0000000,8.1918000,4.6627000,0.3665000,0.0000000,0.0000000,0.0000000,0.0000000,0.0094000,0.0248000
Ccyclic=NH,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-0.5150000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
N=O,3.1083000,0.0000000,0.0000000,0.0000000,1.5761000,0.0000000,0.0000000,0.0000000,-0.1673000,0.0000000,15.8469000,0.0000000,0.0000000,11.5213000,11.5358000,1.6523000,7.7737000,0.0123000,0.0258000
Ccyclic=C,0.4528000,17.0872000,0.0348000,0.0000000,0.1669000,0.0000000,0.0000000,0.0000000,0.5066000,0.0000000,0.0000000,0.0000000,0.0000000,-13.7715000,-3.7306000,-5.0268000,2.7846000,0.0009000,0.0277000
P=O,0.0000000,0.0000000,0.0000000,0.0000000,4.2703000,0.0000000,0.0000000,0.0000000,-0.4081000,0.0000000,0.0000000,0.0000000,0.0000000,-7.1878000,3.4676000,-5.2535000,3.8056000,-0.0140000,0.0096000
N=N,0.0000000,0.0000000,0.0000000,0.0000000,0.3581000,0.0000000,249.6976000,0.0000000,0.7929000,0.0000000,6.2706000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-0.5829000,0.0075000,0.0387000
C=NH,0.0000000,0.0000000,0.0000000,0.0000000,4.2948000,0.0000000,0.0000000,0.0000000,-0.0797000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0149000,0.0535000
>C=S,0.0000000,0.0000000,0.0000000,0.0000000,2.6644000,0.0000000,94.6074000,0.0000000,0.4673000,0.0000000,0.0000000,0.0000000,0.0000000,1.9104000,8.9307000,2.2395000,-4.2769000,0.0019000,0.0197000
aC-CON,0.0000000,0.0000000,0.0000000,0.0000000,9.1484000,0.0000000,0.0000000,0.0000000,-1.3222000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
aC=O,0.0000000,0.0000000,0.0000000,0.0000000,5.0141000,0.0000000,0.0000000,10.4711000,-0.2678000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
aN-,0.0000000,0.0000000,0.0000000,0.0000000,2.6021000,0.0000000,211.9535000,0.0000000,-2.1639000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
-Na,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-9.7168000,0.0000000,0.0000000
-K,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
HCONH,0.0000000,0.0000000,0.0000000,0.0000000,9.9337000,0.0000000,0.0000000,0.0000000,-0.9190000,0.0000000,44.3120000,0.0000000,0.0000000,9.8303000,16.8004000,13.6895000,10.9408000,0.0380000,0.0190000
CHOCH,0.0000000,0.0000000,0.0000000,0.0000000,0.9204000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
C2O,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
SiH3,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.5324000,0.0000000,0.0000000
SiH2O,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
CH=C=CH,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-0.9884000,0.0091000,0.0345000
CH=C=C,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
OP(=S)O,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
R,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
CF2(cyc),0.5028000,0.0000000,0.0084000,0.0000000,0.9609000,0.0000000,0.0000000,0.0000000,0.6839000,0.0000000,4.7102000,3.2960000,1.2955000,2.0667000,0.0000000,0.0000000,-1.5591000,0.0087000,0.0294000
Cf(cyc),0.6977000,0.0000000,0.0000000,0.0000000,-0.8497000,0.0000000,0.0000000,0.0000000,0.0743000,0.0000000,-1.0004000,-3.0134000,-3.8550000,-5.8384000,0.0000000,0.0000000,0.6377000,-0.0051000,0.0121000
