CH#C,1.5899000,6.5967000,-0.0033000,74.2536000,2.2487000,214.8806000,211.9192000,-0.8684000,-0.1819000,50.2118000,6.6654000,5.6796000,3.4692000,7.8142000,3.1014000,3.7484000,-1.8143000,0.0121000,0.0263000
C#C,1.3528000,11.6990000,0.0050000,74.1507000,1.4582000,216.8223000,227.9484000,6.3111000,0.4980000,0.0000000,11.0141000,7.8319000,4.7793000,-0.2242000,-0.3012000,1.9582000,0.8547000,0.0079000,0.0153000
aCH,0.7302000,3.7648000,0.0016000,43.6099000,0.6092000,21.5796000,7.7572000,1.5883000,0.2224000,17.6554000,4.1504000,2.6770000,0.5379000,3.1144000,0.9945000,0.7694000,-0.2272000,0.0041000,0.0122000
aC fused with aromatic ring,1.1169000,17.9666000,0.0061000,27.3290000,1.8684000,24.4475000,26.3845000,0.9534000,0.3495000,19.3539000,6.4425000,4.8655000,2.7828000,-2.5088000,-2.3684000,-2.7569000,0.2066000,0.0027000,0.0066000
aC fused with non-aromatic ring,0.7651000,18.2578000,0.0053000,23.9198000,1.4145000,32.3486000,24.0608000,1.7831000,0.3370000,3.1895000,5.7028000,3.3349000,1.3254000,-2.2634000,-1.6748000,-2.6898000,-0.3397000,0.0021000,0.0060000
aC except as above,0.8589000,21.0933000,0.0099000,24.4318000,0.7650000,31.5588000,33.2646000,-0.0756000,0.3005000,17.8540000,6.9303000,0.0000000,0.0000000,-7.0934000,-3.8082000,-1.4992000,-0.3453000,0.0033000,0.0079000
aN in aromatic ring,1.1087000,9.5991000,-0.0086000,15.5252000,2.0810000,83.5681000,57.2732000,12.8371000,-0.4661000,43.4662000,10.7328000,6.7992000,6.4441000,3.3472000,5.2498000,3.9266000,-0.4729000,0.0037000,0.0050000
aC-CH3,1.2884000,7.9735000,0.0121000,94.6685000,1.0601000,19.0529000,-23.8708000,2.5389000,0.6065000,30.8807000,8.1461000,4.4356000,-0.3329000,3.0551000,-0.1775000,0.1713000,-0.7833000,0.0094000,0.0282000
aC-CH2,0.9449000,11.8635000,0.0213000,78.6325000,-0.0147000,41.7191000,14.0530000,2.1892000,0.5298000,23.3343000,9.9269000,2.8182000,-2.0971000,-5.3239000,-3.5919000,-3.1805000,0.4007000,0.0083000,0.0214000
aC-CH,0.2543000,12.1461000,0.0242000,78.6091000,-0.3962000,56.9679000,42.3770000,1.4423000,0.6835000,6.4828000,9.2823000,0.0000000,0.0000000,-12.9139000,-5.1314000,-7.0890000,1.0885000,0.0005000,0.0144000
aC-C,-0.2719000,7.1936000,0.0341000,68.2761000,-0.5727000,87.2843000,77.7732000,0.4054000,0.8470000,4.5266000,12.6547000,4.6514000,1.7047000,-19.5489000,-7.5530000,-7.8370000,2.7336000,-0.0067000,0.0080000
aC-CH=CH2,1.9250000,14.8290000,0.0189000,116.8456000,1.2457000,107.6121000,73.3194000,4.7879000,1.3057000,48.4825000,0.0000000,9.8956000,6.4952000,2.9119000,-1.4985000,1.0566000,-1.0001000,0.0129000,0.0376000
aC-CH=CH,1.9128000,22.0531000,0.0280000,106.7447000,1.8394000,120.6419000,100.0113000,10.1196000,0.8924000,48.1746000,0.0000000,0.0000000,0.0000000,-4.5593000,-3.1909000,-3.6608000,0.2022000,0.0106000,0.0287000
aC-C=CH2,1.4666000,16.6811000,0.0266000,94.3026000,1.3068000,125.1344000,101.6121000,4.7055000,0.9316000,31.6544000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-0.2763000,0.0085000,0.0301000
aC-C#CH,1.8337000,16.9735000,0.0102000,85.9776000,1.8603000,255.3446000,253.3361000,3.2779000,0.9306000,45.9443000,0.0000000,0.0000000,0.0000000,3.2278000,-2.1724000,0.1531000,-1.7236000,0.0049000,0.0336000
aC-C#C,2.0843000,0.0000000,0.0000000,0.0000000,5.0389000,0.0000000,0.0000000,0.0000000,1.2057000,0.0000000,0.0000000,0.0000000,0.0000000,-3.9509000,0.0000000,-2.9946000,-0.8352000,0.0000000,0.0413000
OH,2.1385000,10.1673000,-0.0146000,19.6860000,3.2702000,-161.2347000,-192.3701000,4.0062000,-1.0185000,78.5878000,24.1639000,16.4887000,19.4039000,8.0236000,4.9598000,11.8005000,2.4637000,0.0502000,0.0044000
aC-OH,2.5726000,24.0563000,-0.0125000,42.4182000,5.1868000,-138.0599000,-171.1375000,8.5193000,-0.0081000,83.3745000,37.9847000,15.7442000,13.4747000,3.1695000,2.2263000,7.7635000,1.9922000,0.0313000,0.0142000
COOH,4.0158000,30.6324000,-0.0040000,81.8277000,7.1886000,-353.9250000,-406.6250000,9.9005000,-0.9393000,115.3016000,20.4196000,0.0000000,0.0000000,8.4676000,3.5123000,7.5917000,3.1694000,0.0553000,0.0244000
aC-COOH,4.6109000,43.9599000,0.0088000,102.5828000,14.2024000,-318.9761000,-370.3788000,21.1395000,0.1389000,148.9109000,0.0000000,0.0000000,0.0000000,3.0454000,1.6294000,4.5546000,1.6303000,0.0566000,0.0468000
CH3CO,2.6245000,14.1935000,0.0072000,120.0335000,3.1357000,-138.6683000,-195.3595000,7.0644000,-0.3774000,70.9382000,15.1303000,9.6190000,2.6552000,8.1630000,6.0520000,3.4394000,-0.1581000,0.0220000,0.0345000
CH2CO,2.0151000,15.1212000,0.0124000,120.5818000,2.9007000,-119.9226000,-162.8240000,8.9695000,-0.1855000,67.4790000,16.4955000,10.1585000,4.7828000,0.5557000,0.7632000,-0.0788000,0.5639000,0.0204000,0.0288000
CHCO,1.3147000,14.7966000,0.0254000,107.4178000,1.4295000,-99.0503000,-124.8225000,8.2525000,0.2045000,0.0000000,12.4208000,9.1433000,4.4806000,0.0000000,0.0000000,0.0000000,2.4461000,0.0164000,0.0235000
CCO,0.7443000,0.0000000,0.0000000,0.0000000,1.9060000,0.0000000,-198.3977000,0.0000000,0.1934000,0.0000000,13.7977000,1.4869000,-8.0628000,-15.3821000,0.0000000,0.0000000,1.6430000,-0.0032000,0.0247000
aC-CO,2.3558000,29.9399000,0.0156000,67.3860000,2.5839000,-82.2708000,-100.2815000,3.8550000,-0.0915000,61.1990000,22.7719000,0.0000000,0.0000000,-4.0748000,0.7990000,-0.8306000,1.7323000,0.0195000,0.0187000
CHO,2.1663000,11.2211000,-0.0046000,55.0894000,2.9884000,-116.7265000,-143.3957000,9.3980000,-0.7850000,62.3286000,13.2496000,9.3020000,4.6854000,7.7699000,7.9891000,5.3761000,0.9642000,0.0228000,0.0169000
aC-CHO,2.7098000,25.4370000,0.0110000,102.5369000,3.0709000,-87.1171000,-110.4720000,7.8333000,-0.1009000,76.9443000,0.0000000,0.0000000,0.0000000,3.7310000,4.4838000,2.3964000,1.2492000,0.0270000,0.0162000
CH3COO,2.5805000,12.9825000,0.0149000,138.8535000,2.4227000,-322.9761000,-402.3041000,7.5327000,-0.4615000,73.7009000,20.0986000,13.0656000,9.0305000,8.0220000,2.8480000,5.0132000,-0.6905000,0.0295000,0.0412000
CH2COO,2.1808000,15.6211000,0.0175000,132.7591000,1.5439000,-297.5792000,-364.9735000,9.5106000,-0.2893000,50.2088000,20.8219000,13.5635000,9.6708000,0.4586000,1.4477000,2.7824000,1.1280000,0.0284000,0.0365000
CHCOO,1.5283000,15.3752000,0.0224000,134.6872000,1.0130000,-283.3789000,-337.2026000,10.1226000,-0.3862000,30.2375000,21.7450000,11.1043000,6.7688000,-7.3196000,-1.8452000,-1.1517000,1.7246000,0.0183000,0.0291000
CCOO,0.6985000,0.0000000,0.0000000,0.0000000,0.5572000,0.0000000,0.0000000,0.0000000,0.1050000,0.0000000,18.7725000,9.0957000,5.8422000,-15.1450000,-7.8478000,-10.5735000,0.0000000,0.0135000,0.0246000
HCOO,2.2411000,11.5499000,-0.0028000,82.1238000,2.3697000,-293.6109000,-342.2988000,7.7387000,-0.7585000,57.4720000,15.7192000,10.8115000,8.9224000,7.9333000,5.1029000,6.8448000,-0.4475000,0.0242000,0.0259000
aC-COO,2.1906000,20.7712000,0.0205000,95.8996000,1.5433000,-279.6779000,-300.5819000,3.8902000,-0.0459000,45.3229000,22.9419000,15.6863000,16.7877000,-5.1676000,0.5739000,-0.5041000,1.5495000,0.0170000,0.0287000
aC-OOCH,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-0.3394000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
aC-OOC,2.1165000,23.6575000,0.0211000,131.3026000,3.6591000,0.0000000,0.0000000,7.2555000,-0.2187000,0.0000000,0.0000000,0.0000000,0.0000000,-3.7074000,-1.3895000,-0.0219000,2.1020000,0.0199000,0.0249000
COO except as above,1.6694000,11.7021000,0.0050000,80.2600000,1.6224000,-298.0974000,-331.8846000,10.5508000,-0.4766000,53.3130000,17.1781000,11.2832000,8.7093000,0.2832000,1.6464000,2.6377000,1.8624000,0.0256000,0.0199000
CH3O,1.5724000,5.6588000,0.0035000,77.1882000,1.5327000,-108.4394000,-171.5125000,4.5423000,-0.3030000,41.9635000,7.8029000,5.6432000,1.9768000,7.6577000,3.0860000,3.3464000,-1.7006000,0.0173000,0.0283000
CH2O,0.9999000,6.2957000,0.0112000,72.8224000,0.7649000,-103.5032000,-150.9552000,4.9397000,-0.1449000,32.9140000,8.5931000,5.1006000,2.7380000,0.1978000,0.6423000,0.8246000,-0.0286000,0.0160000,0.0228000
CH-O,0.4724000,5.4860000,0.0502000,77.4178000,0.1817000,-91.8503000,-132.6225000,8.1225000,0.1650000,-8.9309000,9.1274000,4.3695000,3.3277000,-7.7099000,-1.9180000,-2.1543000,0.5182000,0.0026000,0.0207000
C-O,-0.1490000,7.4900000,0.0455000,70.7497000,0.0556000,-57.6156000,-91.9940000,4.4119000,0.8028000,0.0000000,9.0063000,3.5593000,2.1936000,0.0000000,0.0000000,0.0000000,2.7118000,-0.0002000,0.0099000
aC-O,1.2119000,13.0936000,0.0104000,33.6376000,1.3409000,-73.2701000,-85.4935000,-1.2987000,-0.0128000,3.0689000,13.9610000,8.0941000,5.4927000,-4.5924000,-0.5729000,0.0149000,1.9263000,0.0154000,0.0108000
CH2NH2,2.3212000,12.9223000,-0.0043000,111.9231000,3.4368000,52.0484000,-25.6857000,11.9943000,-1.4650000,63.0277000,16.3428000,10.6011000,6.5612000,8.1717000,5.2964000,6.7984000,0.3765000,0.0286000,0.0281000
CHNH2,1.5629000,11.2234000,0.0057000,75.8207000,37.8806000,62.3492000,-0.3708000,6.4611000,-1.7988000,20.3665000,13.9985000,8.1472000,6.8940000,-0.3287000,0.6603000,2.8953000,-0.3947000,0.0192000,0.0207000
CNH2,1.0473000,11.0799000,0.0198000,89.1457000,11.4243000,73.4003000,16.7802000,0.0000000,-1.4858000,0.0000000,13.2358000,9.4272000,9.3683000,0.0000000,0.0000000,0.0000000,0.3815000,0.0085000,0.0179000
CH3NH,1.9861000,10.6027000,0.0030000,92.8081000,2.7205000,75.7710000,-4.8071000,5.0200000,-0.6853000,52.6666000,13.9706000,9.5323000,7.2790000,8.1301000,3.4132000,7.2551000,-0.3527000,0.0206000,0.0282000
CH2NH,1.3838000,9.7537000,0.0154000,103.0971000,2.0673000,89.1152000,23.1822000,6.3141000,-0.9465000,38.5602000,11.9165000,7.2608000,2.6173000,0.2374000,0.1072000,1.4183000,0.9615000,0.0250000,0.0260000
CHNH,0.7116000,8.7789000,0.0199000,109.4178000,1.6571000,90.8497000,36.5775000,3.6025000,-0.4419000,12.2191000,10.9079000,5.0019000,2.2862000,-7.7581000,-3.5886000,-2.2824000,0.6915000,0.0136000,0.0209000
CH3N,1.0505000,8.1028000,0.0152000,87.8679000,0.9396000,125.2589000,52.5941000,6.2150000,-0.3519000,49.4137000,13.6543000,4.4346000,2.8790000,0.4260000,-0.5166000,2.4585000,-0.5351000,0.0113000,0.0259000
CH2N,0.4199000,7.5227000,0.0383000,85.6666000,-0.1982000,137.6484000,76.7801000,2.7449000,-0.6373000,-2.1262000,7.4283000,5.6474000,4.9009000,-6.6418000,0.0847000,-7.3014000,-1.8019000,0.0077000,0.0187000
aC-NH2,2.8950000,27.9618000,-0.0007000,70.7212000,4.3691000,60.7058000,12.9910000,5.3925000,-0.2684000,99.5136000,23.9175000,13.3649000,7.4738000,4.1237000,2.8781000,6.3616000,1.8406000,0.0254000,0.0232000
aC-NH,1.9748000,27.0506000,0.0060000,70.4515000,2.2171000,107.8738000,76.4963000,2.2418000,0.3784000,54.4905000,16.7337000,0.0000000,0.0000000,-3.7891000,-2.5983000,3.2590000,0.5370000,0.0200000,0.0102000
aC-N,1.2017000,18.8267000,0.0175000,101.6276000,1.8403000,169.9541000,123.9093000,3.1432000,0.0704000,31.8530000,17.9388000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.1306000,0.0084000,0.0190000
NH2 except as above,1.8748000,9.4911000,-0.0202000,47.6500000,3.5553000,22.9886000,18.5210000,6.4001000,-0.7775000,65.5706000,17.5679000,9.5708000,8.1026000,8.5025000,5.5141000,9.0778000,3.7625000,0.0206000,0.0104000
CH=N,1.1381000,0.0000000,0.0000000,0.0000000,9.6493000,0.0000000,0.0000000,0.0000000,0.1666000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
C=N,0.8619000,0.0000000,0.0000000,0.0000000,1.5618000,0.0000000,0.0000000,0.0000000,0.6829000,0.0000000,0.0000000,0.0000000,0.0000000,-8.0972000,-2.4853000,-3.1673000,-3.7310000,0.0000000,0.0000000
CH2CN,3.5887000,26.0365000,0.0048000,136.0537000,2.7022000,120.9650000,80.7816000,5.9251000,-0.4782000,87.3868000,22.2337000,15.6253000,3.8719000,8.6869000,9.9443000,3.3144000,2.7451000,0.0336000,0.0309000
CHCN,2.8741000,21.2156000,0.0169000,134.7729000,1.8370000,143.3574000,127.6662000,9.7480000,-0.0320000,0.0000000,22.9889000,12.8298000,2.9701000,1.3373000,4.8107000,1.7584000,5.0723000,0.0327000,0.0267000
CCN,2.0085000,18.0027000,0.0269000,131.0479000,2.6597000,160.4040000,138.7443000,5.1387000,-0.2908000,53.0560000,20.9458000,10.7683000,2.6833000,-7.0171000,0.3807000,0.4757000,5.8088000,0.0265000,0.0232000
aC-CN,3.1428000,29.1970000,0.0113000,92.9776000,5.1372000,154.3146000,162.0197000,4.7079000,-0.0376000,0.0000000,0.0000000,17.0956000,12.9437000,3.4153000,5.8218000,0.6067000,1.2666000,0.0239000,0.0272000
CN except as above,2.6954000,14.6317000,0.0000000,76.1410000,3.4753000,113.8291000,114.0855000,5.4938000,-0.0185000,79.3428000,19.1331000,12.5795000,4.2788000,8.5463000,9.8892000,1.9219000,1.1595000,0.0256000,0.0161000
CH2NCO,2.9220000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,7.8303000,10.0004000,0.2895000,0.0000000,0.0334000,0.0404000
CHNCO,2.3740000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
CNCO,0.0000000,0.0000000,0.0000000,0.0000000,10.1488000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
aC-NCO,2.4141000,17.1140000,0.0146000,127.5953000,2.5263000,9.4446000,-22.5639000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.4759000,2.1596000,1.8845000,0.2311000,0.0248000,0.0311000
CH2NO2,3.7481000,24.3244000,0.0009000,147.1546000,2.8903000,0.0000000,-80.3757000,10.5773000,-0.1906000,107.8590000,29.7120000,19.5930000,13.1928000,8.9684000,11.3856000,3.1398000,0.3261000,0.0359000,0.0327000
CHNO2,2.9440000,24.1232000,0.0073000,142.8207000,0.8742000,17.3405000,-45.6885000,0.0000000,-0.1587000,83.2334000,27.1989000,17.2398000,10.6103000,0.9349000,6.5029000,0.8294000,3.0195000,0.0289000,0.0263000
CNO2,2.2443000,0.0000000,0.0000000,0.0000000,6.6444000,0.0000000,-39.9148000,-3.2591000,-0.0837000,0.0000000,-38.8406000,-24.2443000,-4.1202000,-6.6230000,-0.9748000,-0.5293000,-3.4905000,-0.0048000,0.0513000
aC-NO2,3.5108000,33.7161000,0.0097000,122.7916000,4.5166000,45.3163000,-22.3281000,7.2988000,0.1414000,105.7265000,24.6451000,0.0000000,0.0000000,3.6874000,3.2054000,1.2032000,0.9670000,0.0323000,0.0278000
NO2 except as above,2.9569000,24.3580000,0.0000000,0.0000000,3.4486000,0.0000000,-52.4431000,5.5642000,-0.3574000,117.5232000,26.3865000,16.5196000,7.6247000,7.4714000,4.4196000,2.9346000,0.1278000,0.0297000,0.0177000
ONO,1.7563000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
ONO2,2.7717000,0.0000000,0.0000000,0.0000000,2.5055000,0.0000000,-111.5866000,9.1872000,0.0183000,0.0000000,0.0000000,0.0000000,0.0000000,8.0429000,7.3747000,2.7871000,-0.2537000,0.0435000,0.0280000
HCON(CH2)2,4.5451000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,36.1789000,0.0000000,0.0000000,0.8140000,6.4490000,1.6091000,4.2425000,0.0000000,0.0000000
HCONHCH2,5.9827000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-1.5813000,0.0000000,46.5620000,0.0000000,0.0000000,9.6303000,8.0004000,11.7895000,8.8386000,0.0000000,0.0000000
CONH2,5.3258000,64.8591000,-0.0166000,128.4957000,12.1011000,-143.8493000,-210.9634000,16.4373000,-1.3025000,0.0000000,0.0000000,0.0000000,0.0000000,9.0445000,9.3434000,10.6398000,10.8154000,0.0427000,0.0142000
CONHCH3,4.2507000,50.9596000,0.0021000,180.4957000,6.4777000,-119.2493000,-217.9018000,17.0273000,-0.5040000,0.0000000,48.0983000,0.0000000,0.0000000,7.4303000,2.3004000,3.4895000,7.6437000,0.0429000,0.0380000
CONHCH2,5.1104000,0.0000000,0.0000000,0.0000000,5.0152000,0.0000000,-183.6249000,0.0000000,-0.8272000,0.0000000,50.9781000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,7.7425000,0.0000000,0.0000000
CON(CH3)2,4.7928000,36.3200000,0.0176000,234.4957000,3.7968000,-72.7493000,-202.9018000,11.1373000,-0.3265000,145.5232000,38.3620000,0.0000000,0.0000000,9.0320000,9.1995000,6.8046000,2.7913000,0.0342000,0.0529000
CONCH3CH2,0.0000000,0.0000000,0.0000000,0.0000000,2.1190000,0.0000000,0.0000000,0.0000000,-0.7826000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
CON(CH2)2,3.4965000,0.0000000,0.0000000,0.0000000,2.3854000,0.0000000,0.0000000,0.0000000,-0.3486000,0.0000000,37.7058000,0.0000000,0.0000000,-6.3092000,5.3011000,0.8686000,4.9464000,0.0000000,0.0000000
CONHCO,5.8523000,0.0000000,0.0000000,0.0000000,9.5767000,0.0000000,0.0000000,0.0000000,-1.8638000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
CONCO,4.1284000,0.0000000,0.0000000,0.0000000,3.6218000,0.0000000,0.0000000,0.0000000,-1.0103000,0.0000000,31.1397000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
aC-CONH2,6.3545000,0.0000000,0.0000000,0.0000000,14.9334000,0.0000000,-167.9009000,17.5979000,-1.0168000,0.0000000,0.0000000,0.0000000,0.0000000,5.6278000,9.7276000,7.3531000,0.0000000,0.0453000,0.0349000
aC-NH(CO)H,5.7016000,57.2710000,0.0132000,135.9776000,6.4873000,-52.4554000,-129.1639000,9.4379000,-0.3782000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.1836000,0.0436000,0.0353000
aC-N(CO)H,3.8073000,0.0000000,0.0000000,0.0000000,3.9043000,0.0000000,0.0000000,0.0000000,-0.6462000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
aC-CONH,5.5102000,0.0000000,0.0000000,0.0000000,7.9133000,0.0000000,0.0000000,15.5818000,-0.5608000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
aC-NHCO,5.4143000,0.0000000,0.0000000,0.0000000,9.5142000,0.0000000,0.0000000,5.6651000,-0.2977000,80.7510000,0.0000000,0.0000000,0.0000000,-3.9694000,4.3121000,3.8028000,1.7478000,0.0424000,0.0317000
aC-(N)CO,0.0000000,0.0000000,0.0000000,0.0000000,6.8188000,0.0000000,0.0000000,0.0000000,-1.1225000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2.1061000,0.0000000,0.0000000
NHCONH,0.0000000,0.0000000,0.0000000,0.0000000,9.9235000,0.0000000,0.0000000,10.0373000,-1.2694000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
NH2CONH,0.0000000,0.0000000,0.0000000,0.0000000,14.4374000,0.0000000,0.0000000,14.2234000,-1.2441000,0.0000000,0.0000000,0.0000000,0.0000000,10.9555000,5.2566000,8.1602000,0.0000000,0.0000000,0.0000000
NH2CON,0.0000000,0.0000000,0.0000000,0.0000000,11.9495000,0.0000000,0.0000000,11.1196000,-0.8436000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
NHCON,5.2529000,0.0000000,0.0000000,0.0000000,8.0774000,0.0000000,0.0000000,12.9026000,-0.4984000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
NCON,2.7488000,0.0000000,0.0000000,0.0000000,3.9673000,0.0000000,-11.6438000,10.9703000,-1.4325000,0.0000000,0.0000000,0.0000000,0.0000000,-13.5789000,0.2015000,2.1581000,8.4504000,0.0000000,0.0000000
aC-NHCONH2,4.4378000,0.0000000,0.0000000,0.0000000,18.9947000,0.0000000,0.0000000,17.4879000,-0.6146000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
aC-NHCONH,0.7622000,0.0000000,0.0000000,0.0000000,23.7375000,0.0000000,0.0000000,20.5918000,-0.0958000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
NHCO except as above,0.0000000,0.0000000,0.0000000,0.0000000,4.3405000,0.0000000,0.0000000,0.0000000,-1.0853000,0.0000000,44.9310000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
CH2Cl,2.2351000,11.9702000,0.0049000,102.1071000,1.9141000,-39.7754000,-84.7131000,4.2198000,0.6337000,51.9241000,13.1138000,8.9579000,3.4244000,8.8860000,4.1421000,2.1489000,-0.4616000,0.0139000,0.0317000
CHCl,1.5459000,11.5936000,0.0076000,100.5343000,1.2675000,-29.6967000,-62.7806000,0.0000000,0.9663000,32.9439000,10.4765000,6.2408000,0.9302000,0.6503000,3.0607000,-0.5733000,-0.2563000,0.0077000,0.0262000
CCl,0.9550000,9.0702000,0.0184000,96.1457000,1.5407000,-19.6497000,-48.1198000,0.7126000,0.6949000,0.0000000,7.9858000,3.3950000,0.6453000,-7.1092000,1.6011000,-6.9931000,1.0190000,-0.0018000,0.0224000
CHCl2,2.7533000,16.9240000,0.0082000,149.4565000,2.5271000,-45.1546000,-96.6848000,6.5593000,0.9682000,80.3590000,17.7306000,11.2353000,3.7878000,9.2038000,3.1389000,2.5206000,-0.8836000,0.0141000,0.0449000
CCl2,2.1881000,0.0000000,0.0000000,0.0000000,3.3617000,0.0000000,0.0000000,2.0050000,0.8876000,0.0000000,18.4989000,0.0000000,0.0000000,1.1264000,1.5615000,-1.4311000,0.4183000,0.0000000,0.0000000
CCl3,3.1119000,18.9946000,0.0128000,194.4957000,4.2995000,-60.4593000,-120.2018000,3.0773000,1.7802000,0.0000000,18.4766000,12.2142000,2.7297000,9.8110000,2.3695000,0.1333000,-2.4383000,0.0129000,0.0620000
